Date,SP500_Close,SP500_Volume,VIX_Close
2/26/2000,1333.359985,1065200000,25.200001
2/27/2000,1333.359985,1065200000,25.200001
2/28/2000,1348.050049,1026500000,24.68
2/29/2000,1366.420044,1204300000,23.370001
3/1/2000,1379.189941,1274100000,21.639999
3/2/2000,1381.76001,1198600000,21.059999
3/3/2000,1409.170044,1150300000,19.209999
3/4/2000,1409.170044,1150300000,19.209999
3/5/2000,1409.170044,1150300000,19.209999
3/6/2000,1391.280029,1.03E+09,21.5
3/7/2000,1355.619995,1314100000,24.309999
3/8/2000,1366.699951,1.20E+09,23.82
3/9/2000,1401.689941,1.12E+09,22.209999
3/10/2000,1395.069946,1138800000,21.24
3/11/2000,1395.069946,1138800000,21.24
3/12/2000,1395.069946,1138800000,21.24
3/13/2000,1383.619995,1016100000,22.85
3/14/2000,1359.150024,1.09E+09,24.41
3/15/2000,1392.140015,1302800000,22.34
3/16/2000,1458.469971,1482300000,20.77
3/17/2000,1464.469971,1295100000,22.370001
3/18/2000,1464.469971,1295100000,22.370001
3/19/2000,1464.469971,1295100000,22.370001
3/20/2000,1456.630005,920800000,22.959999
3/21/2000,1493.869995,1065900000,21.700001
3/22/2000,1500.640015,1.08E+09,21.49
3/23/2000,1527.349976,1078300000,22.26
3/24/2000,1527.459961,1052200000,23.309999
3/25/2000,1527.459961,1052200000,23.309999
3/26/2000,1527.459961,1052200000,23.309999
3/27/2000,1523.859985,9.01E+08,24.530001
3/28/2000,1507.72998,959100000,24.860001
3/29/2000,1508.52002,1061900000,24.1
3/30/2000,1487.920044,1193400000,25.469999
3/31/2000,1498.579956,1227400000,24.110001
4/1/2000,1498.579956,1227400000,24.110001
4/2/2000,1498.579956,1227400000,24.110001
4/3/2000,1505.969971,1021700000,24.030001
4/4/2000,1494.72998,1515460000,27.120001
4/5/2000,1487.369995,1110300000,28.41
4/6/2000,1501.339966,1.01E+09,27.15
4/7/2000,1516.349976,891600000,24.389999
4/8/2000,1516.349976,891600000,24.389999
4/9/2000,1516.349976,891600000,24.389999
4/10/2000,1504.459961,853700000,25.99
4/11/2000,1500.589966,971400000,27.25
4/12/2000,1467.170044,1175900000,28.98
4/13/2000,1440.51001,1.03E+09,29.4
4/14/2000,1356.560059,1279700000,33.490002
4/15/2000,1356.560059,1279700000,33.490002
4/16/2000,1356.560059,1279700000,33.490002
4/17/2000,1401.439941,1204700000,28.950001
4/18/2000,1441.609985,1109400000,26.120001
4/19/2000,1427.469971,1001400000,27.02
4/20/2000,1434.540039,896200000,25.85
4/21/2000,1434.540039,896200000,25.85
4/22/2000,1434.540039,896200000,25.85
4/23/2000,1434.540039,896200000,25.85
4/24/2000,1429.859985,868700000,27.370001
4/25/2000,1477.439941,1071100000,25.24
4/26/2000,1460.98999,999600000,26.969999
4/27/2000,1464.920044,1.11E+09,26.190001
4/28/2000,1452.430054,984600000,26.200001
4/29/2000,1452.430054,984600000,26.200001
4/30/2000,1452.430054,984600000,26.200001
5/1/2000,1468.25,966300000,25.879999
5/2/2000,1446.290039,1011500000,28.5
5/3/2000,1415.099976,991600000,31.629999
5/4/2000,1409.569946,925800000,30.77
5/5/2000,1432.630005,805500000,27.530001
5/6/2000,1432.630005,805500000,27.530001
5/7/2000,1432.630005,805500000,27.530001
5/8/2000,1424.170044,787600000,28.200001
5/9/2000,1412.140015,896600000,28.93
5/10/2000,1383.050049,1006400000,29.870001
5/11/2000,1407.810059,953600000,27.76
5/12/2000,1420.959961,858200000,26.049999
5/13/2000,1420.959961,858200000,26.049999
5/14/2000,1420.959961,858200000,26.049999
5/15/2000,1452.359985,854600000,24.860001
5/16/2000,1466.040039,955500000,24.34
5/17/2000,1447.800049,820500000,23.98
5/18/2000,1437.209961,807900000,23.959999
5/19/2000,1406.949951,853700000,25.440001
5/20/2000,1406.949951,853700000,25.440001
5/21/2000,1406.949951,853700000,25.440001
5/22/2000,1400.719971,8.69E+08,26
5/23/2000,1373.859985,869900000,25.870001
5/24/2000,1399.050049,1152300000,24.32
5/25/2000,1381.52002,984500000,24.58
5/26/2000,1378.02002,722600000,24.469999
5/27/2000,1378.02002,722600000,24.469999
5/28/2000,1378.02002,722600000,24.469999
5/29/2000,1378.02002,722600000,24.469999
5/30/2000,1422.449951,844200000,23.620001
5/31/2000,1420.599976,960500000,23.65
6/1/2000,1448.810059,960100000,22.360001
6/2/2000,1477.26001,1162400000,21.48
6/3/2000,1477.26001,1162400000,21.48
6/4/2000,1477.26001,1162400000,21.48
6/5/2000,1467.630005,838600000,22.709999
6/6/2000,1457.839966,950100000,23.049999
6/7/2000,1471.359985,854600000,22.48
6/8/2000,1461.670044,854300000,22.77
6/9/2000,1456.949951,7.86E+08,22.139999
6/10/2000,1456.949951,7.86E+08,22.139999
6/11/2000,1456.949951,7.86E+08,22.139999
6/12/2000,1446,774100000,22.32
6/13/2000,1469.439941,935900000,21.67
6/14/2000,1470.540039,929700000,21.48
6/15/2000,1478.72998,1011400000,20.68
6/16/2000,1464.459961,1250800000,20.5
6/17/2000,1464.459961,1250800000,20.5
6/18/2000,1464.459961,1250800000,20.5
6/19/2000,1486,921700000,20.629999
6/20/2000,1475.949951,1031500000,20.879999
6/21/2000,1479.130005,1009600000,20.610001
6/22/2000,1452.180054,1022700000,22
6/23/2000,1441.47998,847600000,22.34
6/24/2000,1441.47998,847600000,22.34
6/25/2000,1441.47998,847600000,22.34
6/26/2000,1455.310059,8.89E+08,22.450001
6/27/2000,1450.550049,1042500000,21.799999
6/28/2000,1454.819946,1095100000,20.290001
6/29/2000,1442.390015,1110900000,19.700001
6/30/2000,1454.599976,1459700000,19.540001
7/1/2000,1454.599976,1459700000,19.540001
7/2/2000,1454.599976,1459700000,19.540001
7/3/2000,1469.540039,451900000,19.83
7/4/2000,1469.540039,451900000,19.83
7/5/2000,1446.22998,1019300000,21.16
7/6/2000,1456.670044,947300000,20.940001
7/7/2000,1478.900024,931700000,19.219999
7/8/2000,1478.900024,931700000,19.219999
7/9/2000,1478.900024,931700000,19.219999
7/10/2000,1475.619995,838700000,20.33
7/11/2000,1480.880005,980500000,20.110001
7/12/2000,1492.920044,1001200000,20.030001
7/13/2000,1495.839966,1026800000,20.030001
7/14/2000,1509.97998,960600000,19.32
7/15/2000,1509.97998,960600000,19.32
7/16/2000,1509.97998,960600000,19.32
7/17/2000,1510.48999,9.06E+08,19.450001
7/18/2000,1493.73999,908300000,19.75
7/19/2000,1481.959961,909400000,19.65
7/20/2000,1495.569946,1064600000,18.940001
7/21/2000,1480.189941,968300000,18.940001
7/22/2000,1480.189941,968300000,18.940001
7/23/2000,1480.189941,968300000,18.940001
7/24/2000,1464.290039,880300000,19.92
7/25/2000,1474.469971,969400000,19.389999
7/26/2000,1452.420044,1235800000,19.67
7/27/2000,1449.619995,1156400000,19.6
7/28/2000,1419.890015,9.80E+08,20.84
7/29/2000,1419.890015,9.80E+08,20.84
7/30/2000,1419.890015,9.80E+08,20.84
7/31/2000,1430.829956,952600000,20.74
8/1/2000,1438.099976,938700000,20.549999
8/2/2000,1438.699951,994500000,20
8/3/2000,1452.560059,1095600000,19.99
8/4/2000,1462.930054,9.56E+08,18.620001
8/5/2000,1462.930054,9.56E+08,18.620001
8/6/2000,1462.930054,9.56E+08,18.620001
8/7/2000,1479.319946,854800000,19.030001
8/8/2000,1482.800049,992200000,18.790001
8/9/2000,1472.869995,1.05E+09,19.18
8/10/2000,1460.25,940800000,19.190001
8/11/2000,1471.839966,835500000,18.549999
8/12/2000,1471.839966,835500000,18.549999
8/13/2000,1471.839966,835500000,18.549999
8/14/2000,1491.560059,783800000,17.879999
8/15/2000,1484.430054,895900000,17.98
8/16/2000,1479.849976,929800000,18.02
8/17/2000,1496.069946,922400000,17.48
8/18/2000,1491.719971,821400000,17.049999
8/19/2000,1491.719971,821400000,17.049999
8/20/2000,1491.719971,821400000,17.049999
8/21/2000,1499.47998,731600000,17.35
8/22/2000,1498.130005,818800000,17.469999
8/23/2000,1505.969971,8.71E+08,17.379999
8/24/2000,1508.310059,837100000,17.040001
8/25/2000,1506.449951,685600000,16.530001
8/26/2000,1506.449951,685600000,16.530001
8/27/2000,1506.449951,685600000,16.530001
8/28/2000,1514.089966,733600000,16.540001
8/29/2000,1509.839966,795600000,16.889999
8/30/2000,1502.589966,818400000,17.690001
8/31/2000,1517.680054,1056600000,16.84
9/1/2000,1520.77002,767700000,17.530001
9/2/2000,1520.77002,767700000,17.530001
9/3/2000,1520.77002,767700000,17.530001
9/4/2000,1520.77002,767700000,17.530001
9/5/2000,1507.079956,838500000,19.82
9/6/2000,1492.25,995100000,20.790001
9/7/2000,1502.51001,985500000,19.42
9/8/2000,1494.5,9.61E+08,18.459999
9/9/2000,1494.5,9.61E+08,18.459999
9/10/2000,1494.5,9.61E+08,18.459999
9/11/2000,1489.26001,899300000,18.4
9/12/2000,1481.98999,991200000,18.59
9/13/2000,1484.910034,1068300000,18.32
9/14/2000,1480.869995,1.01E+09,18.26
9/15/2000,1465.810059,1268400000,18.52
9/16/2000,1465.810059,1268400000,18.52
9/17/2000,1465.810059,1268400000,18.52
9/18/2000,1444.51001,962500000,20.25
9/19/2000,1459.900024,1024900000,19.540001
9/20/2000,1451.339966,1.10E+09,19.93
9/21/2000,1449.050049,1105400000,20.18
9/22/2000,1448.719971,1185500000,20.74
9/23/2000,1448.719971,1185500000,20.74
9/24/2000,1448.719971,1185500000,20.74
9/25/2000,1439.030029,982400000,21.41
9/26/2000,1427.209961,1106600000,21.879999
9/27/2000,1426.569946,1174700000,21.67
9/28/2000,1458.290039,1206200000,19.469999
9/29/2000,1436.51001,1197100000,20.57
9/30/2000,1436.51001,1197100000,20.57
10/1/2000,1436.51001,1197100000,20.57
10/2/2000,1436.22998,1051200000,21.23
10/3/2000,1426.459961,1098100000,21.85
10/4/2000,1434.319946,1167400000,21.540001
10/5/2000,1436.280029,1176100000,21.030001
10/6/2000,1408.98999,1150100000,22.709999
10/7/2000,1408.98999,1150100000,22.709999
10/8/2000,1408.98999,1150100000,22.709999
10/9/2000,1402.030029,716600000,24.02
10/10/2000,1387.02002,1.04E+09,24.860001
10/11/2000,1364.589966,1387500000,26.57
10/12/2000,1329.780029,1388600000,30.51
10/13/2000,1374.170044,1223900000,27.6
10/14/2000,1374.170044,1223900000,27.6
10/15/2000,1374.170044,1223900000,27.6
10/16/2000,1374.619995,1005400000,26.790001
10/17/2000,1349.969971,1161500000,27.84
10/18/2000,1342.130005,1441700000,28.719999
10/19/2000,1388.76001,1297900000,25.09
10/20/2000,1396.930054,1177400000,24.24
10/21/2000,1396.930054,1177400000,24.24
10/22/2000,1396.930054,1177400000,24.24
10/23/2000,1395.780029,1046800000,24.690001
10/24/2000,1398.130005,1158600000,24.280001
10/25/2000,1364.900024,1315600000,26.65
10/26/2000,1364.439941,1303800000,28.620001
10/27/2000,1379.579956,1086300000,26.469999
10/28/2000,1379.579956,1086300000,26.469999
10/29/2000,1379.579956,1086300000,26.469999
10/30/2000,1398.660034,1186500000,25.459999
10/31/2000,1429.400024,1366400000,23.629999
11/1/2000,1421.219971,1206800000,24.280001
11/2/2000,1428.319946,1167700000,23.92
11/3/2000,1426.689941,997700000,23.67
11/4/2000,1426.689941,997700000,23.67
11/5/2000,1426.689941,997700000,23.67
11/6/2000,1432.189941,930900000,24.52
11/7/2000,1431.869995,880900000,24.91
11/8/2000,1409.280029,909300000,25.66
11/9/2000,1400.140015,1.11E+09,27.200001
11/10/2000,1365.97998,962500000,28.530001
11/11/2000,1365.97998,962500000,28.530001
11/12/2000,1365.97998,962500000,28.530001
11/13/2000,1351.26001,1129300000,29.059999
11/14/2000,1382.949951,1118800000,26.809999
11/15/2000,1389.810059,1066800000,26.15
11/16/2000,1372.319946,956300000,25.049999
11/17/2000,1367.719971,1070400000,24.809999
11/18/2000,1367.719971,1070400000,24.809999
11/19/2000,1367.719971,1070400000,24.809999
11/20/2000,1342.619995,955800000,27.43
11/21/2000,1347.349976,1137100000,26.620001
11/22/2000,1322.359985,963200000,27.709999
11/23/2000,1322.359985,963200000,27.709999
11/24/2000,1341.77002,404870000,26
11/25/2000,1341.77002,404870000,26
11/26/2000,1341.77002,404870000,26
11/27/2000,1348.969971,946100000,26.93
11/28/2000,1336.089966,1028200000,27.639999
11/29/2000,1341.930054,402100000,27.49
11/30/2000,1314.949951,1186530000,29.65
12/1/2000,1315.22998,1195200000,27.48
12/2/2000,1315.22998,1195200000,27.48
12/3/2000,1315.22998,1195200000,27.48
12/4/2000,1324.969971,1.10E+09,27.780001
12/5/2000,1376.540039,900300000,24.99
12/6/2000,1351.459961,1399300000,25.07
12/7/2000,1343.550049,1.13E+09,25.34
12/8/2000,1369.890015,1358300000,22.41
12/9/2000,1369.890015,1358300000,22.41
12/10/2000,1369.890015,1358300000,22.41
12/11/2000,1380.199951,1202400000,23.51
12/12/2000,1371.180054,1083400000,24.879999
12/13/2000,1359.98999,1195100000,23.629999
12/14/2000,1340.930054,1061300000,24.860001
12/15/2000,1312.150024,1561100000,26.549999
12/16/2000,1312.150024,1561100000,26.549999
12/17/2000,1312.150024,1561100000,26.549999
12/18/2000,1322.73999,1189900000,27.700001
12/19/2000,1305.599976,1324900000,27.17
12/20/2000,1264.73999,1421600000,31.74
12/21/2000,1274.859985,1449900000,29.66
12/22/2000,1305.949951,1087100000,27.549999
12/23/2000,1305.949951,1087100000,27.549999
12/24/2000,1305.949951,1087100000,27.549999
12/25/2000,1305.949951,1087100000,27.549999
12/26/2000,1315.189941,806500000,28.73
12/27/2000,1328.920044,1092700000,28.139999
12/28/2000,1334.219971,1015300000,26.57
12/29/2000,1320.280029,1035500000,26.85
12/30/2000,1320.280029,1035500000,26.85
12/31/2000,1320.280029,1035500000,26.85
1/1/2001,1320.280029,1035500000,26.85
1/2/2001,1283.27002,1129400000,29.99
1/3/2001,1347.560059,1880700000,26.6
1/4/2001,1333.339966,2.13E+09,26.969999
1/5/2001,1298.349976,1430800000,28.67
1/6/2001,1298.349976,1430800000,28.67
1/7/2001,1298.349976,1430800000,28.67
1/8/2001,1295.859985,1115500000,29.84
1/9/2001,1300.800049,1191300000,27.99
1/10/2001,1313.27002,1296500000,26.799999
1/11/2001,1326.819946,1411200000,25.790001
1/12/2001,1318.550049,1.28E+09,24.559999
1/13/2001,1318.550049,1.28E+09,24.559999
1/14/2001,1318.550049,1.28E+09,24.559999
1/15/2001,1318.550049,1.28E+09,24.559999
1/16/2001,1326.650024,1205700000,25.280001
1/17/2001,1329.469971,1349100000,24.93
1/18/2001,1347.969971,1.45E+09,23.370001
1/19/2001,1342.540039,1407800000,23.24
1/20/2001,1342.540039,1407800000,23.24
1/21/2001,1342.540039,1407800000,23.24
1/22/2001,1342.900024,1.16E+09,23.25
1/23/2001,1360.400024,1232600000,21.57
1/24/2001,1364.300049,1.31E+09,22.030001
1/25/2001,1357.51001,1.26E+09,22.639999
1/26/2001,1354.949951,1.10E+09,22.57
1/27/2001,1354.949951,1.10E+09,22.57
1/28/2001,1354.949951,1.10E+09,22.57
1/29/2001,1364.170044,1053100000,22.610001
1/30/2001,1373.72998,1149800000,22.57
1/31/2001,1366.01001,1295300000,22.02
2/1/2001,1373.469971,1118800000,21.66
2/2/2001,1349.469971,1048400000,21.950001
2/3/2001,1349.469971,1048400000,21.950001
2/4/2001,1349.469971,1048400000,21.950001
2/5/2001,1354.310059,1.01E+09,22.190001
2/6/2001,1352.26001,1059600000,21.98
2/7/2001,1340.890015,1158300000,21.67
2/8/2001,1332.530029,1107200000,21.459999
2/9/2001,1314.76001,1075500000,22.030001
2/10/2001,1314.76001,1075500000,22.030001
2/11/2001,1314.76001,1075500000,22.030001
2/12/2001,1330.310059,1039100000,21.92
2/13/2001,1318.800049,1075200000,21.370001
2/14/2001,1315.920044,1150300000,21.52
2/15/2001,1326.609985,1153700000,20.27
2/16/2001,1301.530029,1257200000,22.120001
2/17/2001,1301.530029,1257200000,22.120001
2/18/2001,1301.530029,1257200000,22.120001
2/19/2001,1301.530029,1257200000,22.120001
2/20/2001,1278.939941,1112200000,24.690001
2/21/2001,1255.27002,1208500000,25.75
2/22/2001,1252.819946,1365900000,26.76
2/23/2001,1245.859985,1231300000,27.209999
2/24/2001,1245.859985,1231300000,27.209999
2/25/2001,1245.859985,1231300000,27.209999
2/26/2001,1267.650024,1130800000,25.43
2/27/2001,1257.939941,1114100000,26.49
2/28/2001,1239.939941,1225300000,28.35
3/1/2001,1241.22998,1294900000,28.08
3/2/2001,1234.180054,1.29E+09,27.43
3/3/2001,1234.180054,1.29E+09,27.43
3/4/2001,1234.180054,1.29E+09,27.43
3/5/2001,1241.410034,929200000,27.120001
3/6/2001,1253.800049,1091800000,25.889999
3/7/2001,1261.890015,1132200000,24.120001
3/8/2001,1264.73999,1114100000,24.290001
3/9/2001,1233.420044,1085900000,25.620001
3/10/2001,1233.420044,1085900000,25.620001
3/11/2001,1233.420044,1085900000,25.620001
3/12/2001,1180.160034,1.23E+09,30.32
3/13/2001,1197.660034,1360900000,27.549999
3/14/2001,1166.709961,1397400000,29.610001
3/15/2001,1173.560059,1259500000,28.559999
3/16/2001,1150.530029,1543560000,29.91
3/17/2001,1150.530029,1543560000,29.91
3/18/2001,1150.530029,1543560000,29.91
3/19/2001,1170.810059,1126200000,29.780001
3/20/2001,1142.619995,1235900000,30.959999
3/21/2001,1122.140015,1346300000,31.93
3/22/2001,1117.579956,1723950000,32.84
3/23/2001,1139.829956,1364900000,30.450001
3/24/2001,1139.829956,1364900000,30.450001
3/25/2001,1139.829956,1364900000,30.450001
3/26/2001,1152.689941,1.11E+09,29.040001
3/27/2001,1182.170044,1314200000,27.040001
3/28/2001,1153.290039,1333400000,28.58
3/29/2001,1147.949951,1234500000,29.17
3/30/2001,1160.329956,1280800000,28.639999
3/31/2001,1160.329956,1280800000,28.639999
4/1/2001,1160.329956,1280800000,28.639999
4/2/2001,1145.869995,1254900000,31.209999
4/3/2001,1106.459961,1386100000,34.720001
4/4/2001,1103.25,1425590000,34.07
4/5/2001,1151.439941,1.37E+09,29.940001
4/6/2001,1128.430054,1266800000,31.690001
4/7/2001,1128.430054,1266800000,31.690001
4/8/2001,1128.430054,1266800000,31.690001
4/9/2001,1137.589966,1062800000,31.91
4/10/2001,1168.380005,1349600000,29.440001
4/11/2001,1165.890015,1290300000,28.459999
4/12/2001,1183.5,1.10E+09,26.120001
4/13/2001,1183.5,1.10E+09,26.120001
4/14/2001,1183.5,1.10E+09,26.120001
4/15/2001,1183.5,1.10E+09,26.120001
4/16/2001,1179.680054,913900000,26.33
4/17/2001,1191.810059,1109600000,25.610001
4/18/2001,1238.160034,1918900000,24.129999
4/19/2001,1253.689941,1486800000,24.16
4/20/2001,1242.97998,1338700000,25.379999
4/21/2001,1242.97998,1338700000,25.379999
4/22/2001,1242.97998,1338700000,25.379999
4/23/2001,1224.359985,1012600000,28.16
4/24/2001,1209.469971,1216500000,28.49
4/25/2001,1228.75,1203600000,27.4
4/26/2001,1234.52002,1345200000,25.959999
4/27/2001,1253.050049,1091300000,24.02
4/28/2001,1253.050049,1091300000,24.02
4/29/2001,1253.050049,1091300000,24.02
4/30/2001,1249.459961,1266800000,25.48
5/1/2001,1266.439941,1181300000,24.200001
5/2/2001,1267.430054,1342200000,24.23
5/3/2001,1248.579956,1137900000,25.780001
5/4/2001,1266.609985,1082100000,23.91
5/5/2001,1266.609985,1082100000,23.91
5/6/2001,1266.609985,1082100000,23.91
5/7/2001,1263.51001,9.49E+08,24.860001
5/8/2001,1261.199951,1006300000,24.440001
5/9/2001,1255.540039,1132400000,24.35
5/10/2001,1255.180054,1056700000,24
5/11/2001,1245.670044,906200000,23.540001
5/12/2001,1245.670044,906200000,23.540001
5/13/2001,1245.670044,906200000,23.540001
5/14/2001,1248.920044,858200000,24.26
5/15/2001,1249.439941,1071800000,23.709999
5/16/2001,1284.98999,1405300000,21.889999
5/17/2001,1288.48999,1355600000,21.469999
5/18/2001,1291.959961,1130800000,21.23
5/19/2001,1291.959961,1130800000,21.23
5/20/2001,1291.959961,1130800000,21.23
5/21/2001,1312.829956,1174900000,20.76
5/22/2001,1309.380005,1260400000,21.35
5/23/2001,1289.050049,1134800000,22.08
5/24/2001,1293.170044,1100700000,20.57
5/25/2001,1277.890015,828100000,20.6
5/26/2001,1277.890015,828100000,20.6
5/27/2001,1277.890015,828100000,20.6
5/28/2001,1277.890015,828100000,20.6
5/29/2001,1267.930054,1.03E+09,22.139999
5/30/2001,1248.079956,1158600000,22.76
5/31/2001,1255.819946,1226600000,22.639999
6/1/2001,1260.670044,1.02E+09,21.59
6/2/2001,1260.670044,1.02E+09,21.59
6/3/2001,1260.670044,1.02E+09,21.59
6/4/2001,1267.109985,836500000,21.379999
6/5/2001,1283.569946,1116800000,19.58
6/6/2001,1270.030029,1061900000,20.389999
6/7/2001,1276.959961,1089600000,19.67
6/8/2001,1264.959961,726200000,19.92
6/9/2001,1264.959961,726200000,19.92
6/10/2001,1264.959961,726200000,19.92
6/11/2001,1254.390015,870100000,20.700001
6/12/2001,1255.849976,1136500000,20.700001
6/13/2001,1241.599976,1063600000,21.450001
6/14/2001,1219.869995,1242900000,23.120001
6/15/2001,1214.359985,1635550000,22.809999
6/16/2001,1214.359985,1635550000,22.809999
6/17/2001,1214.359985,1635550000,22.809999
6/18/2001,1208.430054,1111600000,23.17
6/19/2001,1212.579956,1184900000,22.34
6/20/2001,1223.140015,1350100000,21.709999
6/21/2001,1237.040039,1546820000,19.379999
6/22/2001,1225.349976,1189200000,20.02
6/23/2001,1225.349976,1189200000,20.02
6/24/2001,1225.349976,1189200000,20.02
6/25/2001,1218.599976,1050100000,20.67
6/26/2001,1216.76001,1198900000,21.200001
6/27/2001,1211.069946,1162100000,20.879999
6/28/2001,1226.199951,1327300000,20.01
6/29/2001,1224.380005,1832360000,19.059999
6/30/2001,1224.380005,1832360000,19.059999
7/1/2001,1224.380005,1832360000,19.059999
7/2/2001,1236.719971,1128300000,18.76
7/3/2001,1234.449951,622110000,18.92
7/4/2001,1234.449951,622110000,18.92
7/5/2001,1219.23999,934900000,20.09
7/6/2001,1190.589966,1056700000,21.629999
7/7/2001,1190.589966,1056700000,21.629999
7/8/2001,1190.589966,1056700000,21.629999
7/9/2001,1198.780029,1045700000,22.48
7/10/2001,1181.52002,1263800000,23.25
7/11/2001,1180.180054,1384100000,24.01
7/12/2001,1208.140015,1.39E+09,22.09
7/13/2001,1215.680054,1121700000,21.139999
7/14/2001,1215.680054,1121700000,21.139999
7/15/2001,1215.680054,1121700000,21.139999
7/16/2001,1202.449951,1039800000,22.91
7/17/2001,1214.439941,1238100000,22.610001
7/18/2001,1207.709961,1316300000,23.6
7/19/2001,1215.02002,1343500000,22.51
7/20/2001,1210.849976,1170900000,22.34
7/21/2001,1210.849976,1170900000,22.34
7/22/2001,1210.849976,1170900000,22.34
7/23/2001,1191.030029,986900000,23.74
7/24/2001,1171.650024,1198700000,25.24
7/25/2001,1190.48999,1280700000,24
7/26/2001,1202.930054,1213900000,23.01
7/27/2001,1205.819946,1015300000,22
7/28/2001,1205.819946,1015300000,22
7/29/2001,1205.819946,1015300000,22
7/30/2001,1204.52002,909100000,22.690001
7/31/2001,1211.22998,1129200000,21.620001
8/1/2001,1215.930054,1340300000,20.559999
8/2/2001,1220.75,1218300000,20.09
8/3/2001,1214.349976,939900000,19.889999
8/4/2001,1214.349976,939900000,19.889999
8/5/2001,1214.349976,939900000,19.889999
8/6/2001,1200.47998,811700000,21.889999
8/7/2001,1204.400024,1.01E+09,21.01
8/8/2001,1183.530029,1124600000,22.32
8/9/2001,1183.430054,1104200000,21.75
8/10/2001,1190.160034,960900000,20.549999
8/11/2001,1190.160034,960900000,20.549999
8/12/2001,1190.160034,960900000,20.549999
8/13/2001,1191.290039,837600000,20.42
8/14/2001,1186.72998,964600000,20.48
8/15/2001,1178.02002,1065600000,20.91
8/16/2001,1181.660034,1055400000,21.540001
8/17/2001,1161.969971,974300000,23.84
8/18/2001,1161.969971,974300000,23.84
8/19/2001,1161.969971,974300000,23.84
8/20/2001,1171.410034,897100000,22.870001
8/21/2001,1157.26001,1041600000,24.4
8/22/2001,1165.310059,1110800000,22.440001
8/23/2001,1162.089966,986200000,22.23
8/24/2001,1184.930054,1043600000,19.709999
8/25/2001,1184.930054,1043600000,19.709999
8/26/2001,1184.930054,1043600000,19.709999
8/27/2001,1179.209961,842600000,20.559999
8/28/2001,1161.51001,987100000,22
8/29/2001,1148.560059,963700000,23.030001
8/30/2001,1129.030029,1.16E+09,25.41
8/31/2001,1133.579956,920100000,24.92
9/1/2001,1133.579956,920100000,24.92
9/2/2001,1133.579956,920100000,24.92
9/3/2001,1133.579956,920100000,24.92
9/4/2001,1132.939941,1178300000,25.85
9/5/2001,1131.73999,1384500000,26.35
9/6/2001,1106.400024,1359700000,28.610001
9/7/2001,1085.780029,1424300000,30.99
9/8/2001,1085.780029,1424300000,30.99
9/9/2001,1085.780029,1424300000,30.99
9/10/2001,1092.540039,1276600000,31.84
9/11/2001,1092.540039,1276600000,31.84
9/12/2001,1092.540039,1276600000,31.84
9/13/2001,1092.540039,1276600000,31.84
9/14/2001,1092.540039,1276600000,31.84
9/15/2001,1092.540039,1276600000,31.84
